family,sample_index,seed,policy,compilation_successful,ssim,coordinate_error,token_ged,graph_ged,token_overlap,predicted_family,is_line_segment_collapsed,total_length,length_to_eos,has_eos,unk_count,raw_unbalanced_parens,san_unbalanced_parens,tex_error
composed,8,42008,greedy,True,0.7583,14.1421,0.9259,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,
composed,8,42008,beam_search,True,0.7604,14.1421,0.9259,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,
composed,8,42008,sampling_gamma0,True,0.7591,14.1421,0.9259,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,
composed,8,42008,cfg_gamma32,True,0.7304,14.1421,0.9259,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,
composed,9,42009,greedy,True,0.7215,14.1421,0.9348,1.0000,0.0612,line_segment,True,24,24,True,0,0,0,
composed,9,42009,beam_search,True,0.7215,14.1421,0.9348,1.0000,0.0612,line_segment,True,24,24,True,0,0,0,
composed,9,42009,sampling_gamma0,False,0.0000,14.1421,0.9348,1.0000,0.0612,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,9,42009,cfg_gamma32,False,0.0000,14.1421,0.9348,1.0000,0.0612,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,10,42010,greedy,True,0.6508,14.1421,0.9143,1.0000,0.0714,line_segment,True,24,24,True,0,0,0,
composed,10,42010,beam_search,True,0.6508,14.1421,0.9143,1.0000,0.0714,line_segment,True,24,24,True,0,0,0,
composed,10,42010,sampling_gamma0,False,0.0000,14.1421,0.9143,1.0000,0.0714,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,10,42010,cfg_gamma32,False,0.0000,14.1421,0.9143,1.0000,0.0714,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,11,42011,greedy,True,0.6409,14.1421,0.9268,1.0000,0.0625,line_segment,True,24,24,True,0,0,0,
composed,11,42011,beam_search,True,0.6409,14.1421,0.9268,1.0000,0.0625,line_segment,True,24,24,True,0,0,0,
composed,11,42011,sampling_gamma0,False,0.0000,14.1421,0.9268,1.0000,0.0625,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,11,42011,cfg_gamma32,False,0.0000,14.1421,0.9268,1.0000,0.0625,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,12,42012,greedy,True,0.7423,14.1421,0.9130,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,
composed,12,42012,beam_search,True,0.7328,14.1421,0.9130,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,
composed,12,42012,sampling_gamma0,False,0.0000,14.1421,0.9130,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,12,42012,cfg_gamma32,False,0.0000,14.1421,0.9130,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,13,42013,greedy,True,0.6018,14.1421,0.8889,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,
composed,13,42013,beam_search,True,0.5969,14.1421,0.8889,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,
composed,13,42013,sampling_gamma0,False,0.0000,14.1421,0.8889,1.0000,0.0811,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,13,42013,cfg_gamma32,False,0.0000,14.1421,0.8889,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,14,42014,greedy,True,0.7348,14.1421,0.9286,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,14,42014,beam_search,True,0.7248,14.1421,0.9286,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,14,42014,sampling_gamma0,True,0.7437,14.1421,0.9286,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,14,42014,cfg_gamma32,True,0.7505,14.1421,0.9286,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,15,42015,greedy,True,0.7209,14.1421,0.8966,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,15,42015,beam_search,True,0.7902,14.1421,0.8966,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,15,42015,sampling_gamma0,True,0.7804,14.1421,0.8966,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,15,42015,cfg_gamma32,True,0.7116,14.1421,0.8966,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,16,42016,greedy,True,0.6319,14.1421,0.9318,1.0000,0.0588,line_segment,True,24,24,True,0,0,0,
composed,16,42016,beam_search,True,0.6287,14.1421,0.9318,1.0000,0.0588,line_segment,True,24,24,True,0,0,0,
composed,16,42016,sampling_gamma0,True,0.7310,14.1421,0.9318,1.0000,0.0588,line_segment,True,24,24,True,0,0,0,
composed,16,42016,cfg_gamma32,True,0.7090,14.1421,0.9318,1.0000,0.0588,line_segment,True,24,24,True,0,0,0,
composed,17,42017,greedy,True,0.7175,14.1421,0.9362,1.0000,0.0600,line_segment,True,24,24,True,0,0,0,
composed,17,42017,beam_search,True,0.7085,14.1421,0.9362,1.0000,0.0600,line_segment,True,24,24,True,0,0,0,
composed,17,42017,sampling_gamma0,False,0.0000,14.1421,0.9362,1.0000,0.0577,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,17,42017,cfg_gamma32,False,0.0000,14.1421,0.9362,1.0000,0.0588,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,18,42018,greedy,True,0.7283,14.1421,0.9167,1.0000,0.0909,line_segment,True,24,24,True,0,0,0,
composed,18,42018,beam_search,True,0.7308,14.1421,0.9167,1.0000,0.0909,line_segment,True,25,25,True,0,0,0,
composed,18,42018,sampling_gamma0,False,0.0000,14.1421,0.9200,1.0000,0.0833,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,18,42018,cfg_gamma32,False,0.0000,14.1421,0.9167,1.0000,0.0857,line_segment,True,25,25,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,19,42019,greedy,True,0.7014,14.1421,0.8966,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,19,42019,beam_search,True,0.7014,14.1421,0.8966,1.0000,0.0789,line_segment,True,24,24,True,0,0,0,
composed,19,42019,sampling_gamma0,False,0.0000,14.1421,0.8966,1.0000,0.0769,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
composed,19,42019,cfg_gamma32,False,0.0000,14.1421,0.8966,1.0000,0.0769,line_segment,True,24,24,True,0,0,0,"Ghostscript rasterization failed. Process output: GPL Ghostscript 10.04.0: Unrecoverable error, exit"
